Name / Purpose,Rating,"<img src=""https://s5.postimg.cc/hcrrlhu9z/camera_2.png"" width=""20"" height=""17"" title=""Screenshot"">",Engine,"<img src=""https://s5.postimg.cc/5ipco5hc3/DL_WHITE.png"" width=""28"" height=""21"" class=""alignnone"" style=""margin-top: 4px;margin-left: 8px"" />"
"[title_desc name=""Demo Cleaner"" desc=""Just extract this somewhere and drag your demo file onto it and it'll remove all the scoreboards and command menus from demos."" /]","[kkratings id=""313286""]","[prev img=""https://s5.postimg.cc/y5nre9g93/cmd_Tool.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!ZcJGwL5C!3qzYwDWlHIIQ5B6LzaVIbg"" /]"
"[title_desc name=""Ear Defender"" desc=""Silence unwanted and annoying game sounds. (Half-life goldscr engine)"" /]","[kkratings id=""313287""]","[prev img=""https://s5.postimg.cc/omg7bxj9j/5117ceebe23f2.jpg"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!wUAihRSS!UaFJm6AN2DPHLvhE3Il5EQ"" /]"
"[title_desc name=""HL Tools"" desc=""This is a C# library to manage GoldSrc specific files."" /]","[kkratings id=""313288""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!lRJRQLhb!geH6HuA8gjgVa5bN7P8WSg"" /]"
"[title_desc name=""sharpmod"" desc=""A metamod plugin that allows you to write server side plugins with C# on the GoldSrc engine"" /]","[kkratings id=""313289""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!UEJRHbDS!hyGlxzBYsgJUimg12WSmzQ"" /]"
"[title_desc name=""PSI"" desc=""hlds (goldsrc) logs parser written in C#"" /]","[kkratings id=""313290""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!JNQmlIZY!CaGOJAchVKYAKAudhjQFWQ"" /]"
"[title_desc name=""Steam Condenser"" desc=""This Project aims to provide a parser which parses the log output of the goldsrc hlds engine (Counter-Strike, Half-Life, etc.). There is a parser written with ragel and one written by hand."" /]","[kkratings id=""313291""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!FVBglLbI!ilWXRFDGULmtl-fJD-1q-Q"" /]"
"[title_desc name=""Gelendra"" desc=""A half life dedicated server (goldsrc) management tool written in ruby"" /]","[kkratings id=""313292""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!lFgiQJTK!8EFoZdTsDFZW_11P8kcbzw"" /]"
"[title_desc name=""Blaster"" desc=""Source and GoldSrc Query Tool"" /]","[kkratings id=""313293""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!wQIS0ZQb!7JHqtlTQgd0MIJIkr0v39w"" /]"
"[title_desc name=""Sourcemod"" desc=""Source Engine Scripting and Administration"" /]","[kkratings id=""313294""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!9cImiSCa!tSgfmrZMPjCUKLUsfiinsg"" /]"
"[title_desc name=""AMXModX"" desc=""Half-Life 1 Scripting and Administration"" /]","[kkratings id=""313295""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!xAYHBByb!B-8aqyJ48EupoDxdqGrahQ"" /]"
"[title_desc name=""Demo File Renamer"" desc=""This tool was manly made to extract out the mapname of GoldSrc- and Source Engine demofiles and place it in the name of the demofile itself."" /]","[kkratings id=""313296""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!9YYyBB5B!35siGx62LM0L6Zdq9ZcyLA"" /]"
"[title_desc name=""Lawena Recording Tool"" desc=""Simple movie recording tool for Source Engine games"" /]","[kkratings id=""313297""]","[prev img=""https://s5.postimg.cc/a4134cfd3/687474703a2f2f692e696d6775722e636f6d2f6b58487359.png"" /]",[source],"[mega id=""https://mega.nz/#F!wB4TAY5A!mPwKfoXYJGCCG9U4ghpk9w"" /]"
"[title_desc name=""uSource"" desc=""Simple movie recording tool for Source Engine games"" /]","[kkratings id=""313298""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!cUoRRJYZ!tlukkS8Wf4_mqUs18O6Z2g"" /]"
"[title_desc name=""Source360"" desc=""A collection of tools and libraries for the Source Engine on the Xbox 360"" /]","[kkratings id=""313299""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!JRxCUCgI!sEQK2G4d52JWoOoeAbMsIg"" /]"
"[title_desc name=""CCConverter"" desc=""tool for converting closed-captions files for Source engine games"" /]","[kkratings id=""313300""]","[prev img=""https://s5.postimg.cc/a5b0xrh6v/2016_04_17_2237.png"" /]",[source],"[mega id=""https://mega.nz/#F!ccRD2SSL!fRf6BVjozFgbjVYRzA2YyQ"" /]"
"[title_desc name=""HL2 Toolkit"" desc=""An assortment of java classes for working with the source engine"" /]","[kkratings id=""313301""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!UAwiDJSa!BeS8rIEOjyOv2M0Ozy3McA"" /]"
"[title_desc name=""HL2 Utils"" desc=""An assortment of java programs for working with the source engine"" /]","[kkratings id=""313302""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!cNJlmahA!dsF0dbDW5J-VkDnKvXgZ1Q"" /]"
"[title_desc name=""Steam Utils"" desc=""Miscellaneous programs which use Steam data"" /]","[kkratings id=""313303""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!cNJlmahA!dsF0dbDW5J-VkDnKvXgZ1Q"" /]"
"[title_desc name=""Steam Toolkit"" desc=""For working with the same data Steam relies on"" /]","[kkratings id=""313304""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!ccgC2ZgQ!JN2lK2790fyCrG20iMBHSA"" /]"
"[title_desc name=""HL2 Hud Editor"" desc=""An ambitious attempt at providing a WYSIWYG HUD editor for Source based games"" /]","[kkratings id=""313305""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!EZZjmTYC!8p7nWEBOPJl7ELlX19snew"" /]"
"[title_desc name=""Demo.JS"" desc=""TF2 demo parsing in javascript"" /]","[kkratings id=""313306""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!cVRDwBRA!2rWITBHRKnfXn_jFxC0tuw"" /]"
"[title_desc name=""Sourceless"" desc=""C# library for reading/parsing &amp; writing demo files produced by GoldSource (HL1) and Source-engine (HL2) based games"" /]","[kkratings id=""313307""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!YAIR0YAK!nMF5paR0c3iSCRppshDJtw"" /]"
"[title_desc name=""netdecode"" desc=""netdecode is a utility for parsing and analysing data within demo files produced by Valve's Source engine (only the Orange Box branch for now). This is primarily a tool for testing and reference. Poorly written in C#."" /]","[kkratings id=""313308""]","[prev img=""https://s5.postimg.cc/rwmnc7wlj/687474703a2f2f692e696d6775722e636f6d2f4262456b32.png"" /]",[source],"[mega id=""https://mega.nz/#F!UF4EwJBT!3a44hwhXD7JzbXULEmyECA"" /]"
"[title_desc name=""VGUI.JS"" desc=""Javascript parser for valve gui files -- ported from optf2's vgui.py"" /]","[kkratings id=""313309""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!oMQBSYDC!-a4AacrvkR6beyX9ARS3_Q"" /]"
"[title_desc name=""WebGL Source Engine Renderer"" desc=""WebGL app that renders levels from the Source Engine, created against Team Fortress 2 resources. The Source Engine and anything related to it is the property of Valve Software, who does not authorize or endorse this project in any way."" /]","[kkratings id=""313310""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!UYZ3DIqD!cSsGr4WSenRVXXE_XPkVrw"" /]"
"[title_desc name=""Source VM"" desc=""This is a simple interpreter library for the Source Config."" /]","[kkratings id=""313311""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!NU4RhI4K!XP8_l25sBWiNyWuJpKamgg"" /]"
"[title_desc name=""Source Script"" desc=""This is a simple interpreter library for the Source Config."" /]","[kkratings id=""313312""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!FEhgxSBB!z5MYWOuTtv_dZ-TrF17cMA"" /]"
"[title_desc name=""Source CMD"" desc=""Allows console commands to be sent to source-engine games (hl2.exe). Works with text-mode clients."" /]","[kkratings id=""313313""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!sZYU3DDJ!Q8gzmAyCTPUZbssUvN4aVw"" /]"
"[title_desc name=""vguilocalizationtool"" desc=""Valve Source Engine game language resource file localization tool"" /]","[kkratings id=""313314""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!5MoRhAwL!yxpguogUU0RVhsLQbJG9yg"" /]"
"[title_desc name=""Captioneer"" desc=""With Captioneer you can easily create your own Closed Captions for Source-based Games, like for Team Fortress 2."" /]","[kkratings id=""313315""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!dUg0VDDS!pOoU4wVX7kx8Qj0f_VqYJg"" /]"
"[title_desc name=""BSPIN"" desc=""Work-in-progress Linux tool for manipulating .bsp files (Used by Valve's Source Engine to store map data)"" /]","[kkratings id=""313316""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!kEoS2DwY!XXSQGX_M42mWIlA3HBqG0w"" /]"
"[title_desc name=""QWERTY Hammer Kit"" desc=""This is an all-in-one kit that comes with both Hammer 3.4 and 3.5, Auto Seamer, Batch Compiler, BSP Viewer, BSP2MAP, Crafty, GCF Scape, Leak Marker, MAP Viewer, Model Viewer, PAK Explorer, Revolver, Sprite Explorer, Sprite Fixer, Sprite Viewer, Sprite Wizard, Terrain Generator, Texture Extractor, Valve Compile Tools, Wally, WinBSPC, and ZHLT."" /]","[kkratings id=""313317""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!kRghCKiB!AeU5_NZHWJTX7uhYuAtBMA"" /]"
"[title_desc name=""FLRGen"" desc=""Alternative to Resgen, Download at own risk"" /]","[kkratings id=""313318""]","[prev img=""https://s5.postimg.cc/eorux0og7/screeeny.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!BUglQDAT!bZ_cE9cEBXhlvKs59Na0mQ"" /]"
"[title_desc name=""HL Editing Lite"" desc=""Large collection of all the typical tools used in Modding"" /]","[kkratings id=""313319""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!IE4mHJAA!mFP-6BqatRpAPPKxpXoBrw"" /]"
"[title_desc name=""GCF Extractor"" desc=""extract gcfs"" /]","[kkratings id=""313320""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!5YoDmDzT!tlW8hNmf-g_sPCGw_XV1OA"" /]"
"[title_desc name=""TM GCF Extractor"" desc=""TM GCF Extractor"" /]","[kkratings id=""313321""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!1cpxWTxR!fiGmnVzjGLflFeEpOHeAfQ"" /]"
"[title_desc name=""Nightfire Editor Suite 2"" desc=""The second release of 007 Nightfire\'s PC modding tools originally released many years ago including Gearcraft, Model Compiler, Map Decompiler and more."" /]","[kkratings id=""313322""]","[prev img=""https://s5.postimg.cc/wl7fm8w53/nfeditorsuite2moddb.jpg"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!1ZQmDCiB!PEdOa0AYrVkjAWyd9SgZqg"" /]"
"[title_desc name=""BRET (Bsp REs Tool)"" desc=""Tool (Utility) for generating .res files for GoldSource .bsp engine maps"" /]","[kkratings id=""313323""]","[prev img=""https://s5.postimg.cc/e37ofplqf/530-90_59b7711af299d.jpg"" /]",[goldsrc],"[mega id=""BRET"" /]"
"[title_desc name=""ResGuy"" desc=""Resguy is similar to RESgen and FLRGen, but can find all content that Sven Co-op maps are allowed to customize and only includes what is required"" home_link=""https://github.com/wootguy/resguy"" /]","[kkratings id=""313324""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!BQZxkTaA!6_EYBl8FohqrnVL83nO4ug"" /]"
