Name / Purpose,Rating,"<img src=""https://s5.postimg.cc/hcrrlhu9z/camera_2.png"" width=""20"" height=""17"" title=""Screenshot"">",Engine,"<img src=""https://s5.postimg.cc/5ipco5hc3/DL_WHITE.png"" width=""28"" height=""21"" class=""alignnone"" style=""margin-top: 4px;margin-left: 8px"" />"
"[title_desc name=""The Compilator"" desc=""GUI Compiler for Half-Life Maps"" /]",[kkratings id=178889],[prev img=https://s5.postimg.cc/q8ft8d4hz/the_compilator.png /],[goldsrc],"[mega id=""https://mega.nz/#F!lBYR2ZoQ!zTjrB6_sW80GS0JlcmGECQ"" /]"
"[title_desc name=""Transparency DLL for STEAM Half-Life"" desc=""Custom DLL that supports transparency in Half-Life for Steam"" /]",[kkratings id=178890],[prev img=https://s5.postimg.cc/6bugq7qtj/no_preview.png /],[goldsrc],"[mega id=""https://mega.nz/#F!8E5Wga7A!kOWYeiS3-r5Ss2S9JBzFwA"" /]"
"[title_desc name=""Transparency DLL for WON Half-Life"" desc=""Custom DLL that supports transparency in Half-Life for pre Steam WON"" /]",[kkratings id=178891],[prev img=https://s5.postimg.cc/6bugq7qtj/no_preview.png /],[goldsrc],"[mega id=""https://mega.nz/#F!hMZmGaRT!XYiccedYD_zQHNx4wDx6bA"" /]"
"[title_desc name=""Tread3D"" desc=""Multi Game Map Editor that supports Half-life"" /]",[kkratings id=178892],[prev img=https://s5.postimg.cc/ao8fhtudj/image004.jpg /],[goldsrc],"[mega id=""https://mega.nz/#F!kAAxlZCR!zXyknivLQ8hjjznmFKwoNw"" /]"
"[title_desc name=""Twister"" desc=""Generates displacements that would usually take an extremely long time, or just be impossible to do in Hammer."" /]",[kkratings id=178893],[prev img=https://s5.postimg.cc/63m92wao7/twist60000zm8.jpg /],[goldsrc_and_source],"[mega id=""https://mega.nz/#F!QIBnhAZJ!xrXzxjLkbdPabTWMg2hRGQ"" /]"
"[title_desc name=""UComplier"" desc=""Compiler and Decompiler rolled into one tool"" /]",[kkratings id=178894],[prev img=https://s5.postimg.cc/6664pqebr/5169e9c0a27dd.jpg /],[goldsrc_and_source],"[mega id=""https://mega.nz/#F!8JgShTwR!KuoeJf7dyVwKCK-WHmVc8w"" /]"
"[title_desc name=""U Need A Unit"" desc=""Simple tool for converting world units into Hammer Units"" /]",[kkratings id=178895],[prev img=https://s5.postimg.cc/5lr3n1l3b/5584b2367d757.jpg /],[goldsrc_and_source],"[mega id=""https://mega.nz/#F!YFJwTLDY!6q1InWhZAIrL3qKYl3w7Eg"" /]"
"[title_desc name=""Valve Batch Compile Tool"" desc=""Standalone Compiler for Source Maps"" /]",[kkratings id=178896],[prev img=https://s5.postimg.cc/bnyqdj9jb/Vbct1.png /],[source],"[mega id=""https://mega.nz/#F!FVYFzICR!qroYV50kJxmIMKYQpNfpHw"" /]"
"[title_desc name=""Valve Hammer Editor Compiler"" desc=""Standalone Compiler for GoldSrc Maps"" /]",[kkratings id=178897],[prev img=https://s5.postimg.cc/uhp4o9x53/vhe.png /],[goldsrc],"[mega id=""https://mega.nz/#F!AIgVgSRS!5ayNaepu4Wp70JrvW2322g"" /]"
"[title_desc name=""VBSP h4xed"" desc=""A modified version of VBSP designed to greatly increase the maximum width and length of visleaves."" /]",[kkratings id=178898],[prev img=https://s5.postimg.cc/6bugq7qtj/no_preview.png /],[source],"[mega id=""https://mega.nz/#F!0EgzmAKa!ajktQHfHgoKSB-c8tvhR7w"" /]"
"[title_desc name=""Vgroup (Auto VisGroup'er)"" desc=""This tool can help you by grouping the map into VisGroups based on a grid."" /]",[kkratings id=178899],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[source],"[mega id=""https://mega.nz/#F!VERwnZgZ!OH_V8F6EKlkSvzgDrtWbSA"" /]"
"[title_desc name=""VIS2VCD"" desc=""VSIF2VCD is a command line scenes.image extractor/decompiler."" /]",[kkratings id=1788100],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[source],"[mega id=""https://mega.nz/#F!cchEgJBa!AlsKHu37qauAjNQSGKDr0A"" /]"
"[title_desc name=""wc33mapconv"" desc=""Convert Worldcraft 3.3 Maps into the Radiant Format"" /]",[kkratings id=1788101],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[goldsrc],"[mega id=""https://mega.nz/#F!5JQmEISJ!3iSSZVsGwOwdzBIXOf1Aug"" /]"
"[title_desc name=""WinBSPc"" desc=""Convert .BSP files to .MAP files &amp; Extract files from .PAK or .SIN files"" /]",[kkratings id=1788102],[prev img=https://s5.postimg.cc/6hs6g8k5j/u_http_b1302_hizliresim_com_16_t_khu4d_jpg_f.png /],[goldsrc],"[mega id=""https://mega.nz/#F!hchlgZiL!RhHCCc9WslXGRc3zncqDEA"" /]"
"[title_desc name=""WinBSPzip"" desc=""This program adds custom content to a BSP. It is a GUI version of Valve's bspzip."" /]",[kkratings id=1788103],[prev img=https://s5.postimg.cc/pbdzd8idj/winbspzipwindow.gif /],[source],"[mega id=""https://mega.nz/#F!EB5RUZZC!Kg4ljr25Su083UUxYfhFEw"" /]"
"[title_desc name=""WorldCraft"" desc=""The Original official mapping utility from Valve"" /]",[kkratings id=1788104],[prev img=https://s5.postimg.cc/hjx9eoe87/u_http_www_half_life_deltauk_net_GIF_World_Cra.gif /],[goldsrc],"[mega id=""https://mega.nz/#F!YM4XkATT!YfoEcM-BpBLc2FiRxlhYTg"" /]"
"[title_desc name=""WorldCraft Color Editor"" desc=""Hack the colors in WorldCraft"" /]",[kkratings id=1788105],[prev img=https://s5.postimg.cc/ahzbshamf/wc_color.png /],[goldsrc],"[mega id=""https://mega.nz/#F!AUAxiCiK!8q_9HY7Zahpmf2zQgU89Fw"" /]"
"[title_desc name=""Xash studiomdl"" desc=""Modified Compiler with support for large models and textures"" /]",[kkratings id=1788106],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[goldsrc],"[mega id=""https://mega.nz/#F!wUJTUJxT!A1HsMTLcwKQXqnCOkUmWmA"" /]"
"[title_desc name=""Zoners Half-Life Tools (ZHLT)"" desc=""Modified versions of the tools used in the Map compilation process"" /]",[kkratings id=1788107],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[goldsrc],"[mega id=""https://mega.nz/#F!xU5wyAQZ!wkXcNe9DzAHkeaUlpY1Tnw"" /]"
"[title_desc name=""ZPackager"" desc=""this will pack every custom item into your map up to and including map over views"" /]",[kkratings id=1788108],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[source],"[mega id=""https://mega.nz/#F!kJZw1JiA!0fNcZqQCrpRqXMTMIqQLWg"" /]"
"[title_desc name=""Half-Life  Quake3 Map Converter"" desc=""Convert maps between Quake3 and Half-Life"" /]",[kkratings id=1788109],[prev img=https://s5.postimg.cc/be4zzez2f/877185eb93.png],[goldsrc],"[mega id=""https://mega.nz/#F!YdgRiZ7J!hIjYW655bwGsNJ2RuogKjQ"" /]"
"[title_desc name=""Source Compile Analyzer"" desc=""Analyzes and reports on errors in the map compilation process"" /]",[kkratings id=1788110],[prev img=https://s5.postimg.cc/gi0v1czk7/sca.png],[source],"[mega id=""https://mega.nz/#F!8AogBZ7Q!O2U5lvQLYzA2w_3SWfjfKg"" /]"
"[title_desc name=""Vert Alert"" desc=""Find, display, and optionally round floating point plane coordinates in Source engine .vmf files."" /]",[kkratings id=1788111],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[source],"[mega id=""https://mega.nz/#F!xAYDhRgR!UZcQJtPLViOXXdlVs0DGVA"" /]"
"[title_desc name=""Joiner"" desc=""Joiner is a little application that reads in a template .vmf file and produces a new .vmf filled with supports based on your template and customised settings or config."" /]",[kkratings id=1788112],[prev img=https://s5.postimg.cc/pe73f3daf/joiner_main.jpg /],[source],"[mega id=""https://mega.nz/#F!oEZhjLoK!fI0Y3ifai7AjF9ZZapj0_g"" /]"
"[title_desc name=""Compile Tracker"" desc=""Another great tool from RedMser which tracks Hammers compilation progress even when it seems to hang"" /]",[kkratings id=1788113],[prev img=https://s5.postimg.cc/66t59z9qf/3hh_TN0_Y.png /],[source],"[mega id=""https://mega.nz/#F!wNAHzAwS!FRiRcLJ06YWgtMs41YoLhg"" /]"
"[title_desc name=""TCG - Batch Compile GUI"" desc=""GUI frontend for Source compiling tools"" /]",[kkratings id=1788114],[prev img=https://s5.postimg.cc/bbutaz3lz/TCG.png /],[source],"[mega id=""https://mega.nz/#F!xVhxnTKC!twedsJt87QT4vVsMB-cC7g"" /]"
"[title_desc name=""VNIX Map Protector"" desc=""Small utility for helping protect bsp maps"" /]",[kkratings id=1788115],[prev img=https://s5.postimg.cc/5p31r8qh3/VNIX.png /],[source],"[mega id=""https://mega.nz/#F!cUoRmQpB!gyHm3AVlJJzKijvfra2KOg"" /]"
"[title_desc name=""Half Life Game Level Viewer"" desc=""DirectX based application to open and view Half Life 1 game files (Source Code)"" /]",[kkratings id=1788116],[prev img=https://s5.postimg.cc/6bugq7qtj/no_preview.png /],[goldsrc],"[mega id=""https://mega.nz/#F!UYwxSIya!FpxFvBhXYcyuGtsVHHJA5Q"" /]"
"[title_desc name=""Half-Life SpawnPointEditor"" desc=""This is the barebones program that GFlip uses as it's base"" /]",[kkratings id=1788117],"[prev img=""http://homepage.ntlworld.com/mike.pink/PinkBits/spe_screany1.JPG"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!FNxjVC7a!UJsKN1h7nUWG1tx1v9ccnQ"" /]"
"[title_desc name=""Instant Lammer Editor"" desc=""Well made Russian Level Editor for GoldSrc"" /]",[kkratings id=1788118],"[prev img=""https://s5.postimg.cc/j06c9c2yv/attachment_php_attachmentid_92385.jpg"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!hdBg2AKS!4aQGAx1i0KPwYICbBpv-dg"" /]"
"[title_desc name=""VMF Instance Inserter"" desc=""Inserts instances into a map"" /]",[kkratings id=1788119],"[prev img=""https://s5.postimg.cc/y5nre9g93/cmd_Tool.png"" /]",[source],"[mega id=""https://mega.nz/#F!9QpXwYIJ!UJJ20yljVsX4Iudm6LeqIA"" /]"
"[title_desc name=""Hammer VMF Helper"" desc=""Used to take source-css console commands and convert them into .vmf-compatible commands."" /]",[kkratings id=1788120],"[prev img=""https://s5.postimg.cc/ggtk015mv/hammervmfhelper_png_10486.png"" /]",[source],"[mega id=""https://mega.nz/#F!sY4xFajQ!8uLTcKQ5xJpZnuhIX7W64Q"" /]"
"[title_desc name=""Half-Life BSP Tools"" desc=""A nice tool made in 2015 which can come in handy sometimes when a bsp file is too large and wont work in BSPtoMAP.exe"" /]",[kkratings id=1788121],"[prev img=""https://s5.postimg.cc/8vv4ib007/56274217f1936.jpg"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!BQYyFapA!ZIJphJ_KJbB4ffQj9Ajqxw"" /]"
"[title_desc name=""Trimesh"" desc=""It is another type of solid which is perfect for creating terrain. A plugin for Hammer"" /]",[kkratings id=1788122],"[prev img=""https://s5.postimg.cc/hz715ezlx/2016_04_17_1941.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!RV5VFZbI!24HUJqq27noBMTY3Cskrcw"" /]"
"[title_desc name=""Sledge JS"" desc=""A collection of JavaScript functions to load Goldsource and Source map files and render them. Not an editor."" /]",[kkratings id=1788123],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!YcwkHSQA!jiPtrqvxro-VEUwpq5ab4A"" /]"
"[title_desc name=""Hammer Floating Point Tool"" desc=""This tool blocks Hammer from converting plane coordinates to integers when exporting .map file and thus enables Hammer to output the original floating point coordinates."" /]",[kkratings id=1788124],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!JZxTjTYQ!AA-wVZkCpEnRy6eQHivnKw"" /]"
"[title_desc name=""BrushGen"" desc=""This tool is used to create the smallest convex brush containing all points in the input file. Input file can be .smd (use its vertexes), .map (brushes and point entities) or .pts file."" /]",[kkratings id=1788125],[prev img=https://s5.postimg.cc/y5nre9g93/cmd_Tool.png /],[goldsrc],"[mega id=""https://mega.nz/#F!gd5SDQha!VRY3s26V6yHo6_TIURKmMA"" /]"
"[title_desc name=""Hammer Launcher"" desc=""A tool for tweaking hammer settings and using multiple texture profiles"" /]",[kkratings id=1788126],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!wZ41DbzB!XpPG4WO-hGHUhnr3ORSDzg"" /]"
"[title_desc name=""HL Compiled"" desc=""Batch compiler for automating Map Compilation"" /]",[kkratings id=1788127],"[prev img=""https://s5.postimg.cc/7fer724w7/hl_compiler.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!tVRDiZrK!ojyFU6FA5c82W51R9W5m5A"" /]"
"[title_desc name=""HL Labyrinth generator"" desc=""This program is a little tool for those that like the Half-Life game, with 
its amazing kind of enemies and weapons."" /]","[kkratings id=""1788128""]","[prev img=""https://s5.postimg.cc/vqegh35rb/HL_Labyrinth_generator.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!tVRDiZrK!https://mega.nz/#F!gUAlUDjZ!sCl7KRe2Lg_B_OuNB91lsw"" /]"
"[title_desc name=""Mapping Dev Texture Guides"" desc=""Some Dev Texture guides to aid with level creation"" /]","[kkratings id=""1788129""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]"
"[title_desc name=""Plan Shape"" desc=""a 3D Shape Generator for the Quake & Half-Life Map Format"" home_link=""http://gibshooter.com/planshape/"" /]","[kkratings id=""1788130""]","[prev img=""https://s5.postimg.cc/98dzhdajb/LOGO_02-300x300.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!sdBXTYrJ!Hgul3u0QKRL7nottNcAHRw"" /]"
"[title_desc name=""HammerMate"" desc=""HammerMate is a tool I use to save and load the wad texture list for Hammer 3.4 / 3.5."" /]","[kkratings id=""1788131""]","[prev img=""https://s5.postimg.cc/g1ece1m1j/530-90_581eff3396871.jpg"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!VVw2jTZZ!VJ9fycnoDfVE-kInbYLcXQ"" /]"
