Name / Description,Src / Author
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Intro"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=6OiQCsAFmuQ"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt1 Programs"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=qBIx4icM1OE"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt 2 SFM and GCFScape"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=wOosT8LRhug"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt3 Using a Crowbar(0.24)"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=6DD_zNQOj7I"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt3 Using a Crowbar(0.27)"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=02zh--gi3xo"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt4 Gimp VTF to Png"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=lx4AU5pRfRU"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt 5 Blender Source Tools"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=D_la9JwcTxM"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt6 Importing to Blender"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=-q-CYkR9ByQ"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt 7 Editing the Model"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=KT9MYcIpyyY"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt 8 Skinning in Blender (Gimp)"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=i6Ous4NEHJw"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt 9 Export and Compile BleST/Crowbar"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=0yqibB3qRdQ"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Decompile a Valve Model, Edit and Send Back to SFM - Pt 10 VTFs, Animated Skins and Hit boxes"" desc=""Tutorial series covering the decompilation of source models and importing to SFM"" link=""https://www.youtube.com/watch?v=eCTGQRAKTiw"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Fix Hats and Make Them Paintable - Pt1 - Programs Needed"" desc=""This series discusses the programs used to fix material files so hats and miscellaneous item display properly in SFM"" link=""https://www.youtube.com/watch?v=PqpeZO2WzOw"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Fix Hats and Make Them Paintable - Pt3 - Fixing the Tungsten Toque"" desc=""This series discusses the programs used to fix material files so hats and miscellaneous item display properly in SFM"" link=""https://www.youtube.com/watch?v=67ChqAAqbbQ"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Fix Hats and Make Them Paintable - Pt4 - Time Lapse The Other 6"" desc=""This series discusses the programs used to fix material files so hats and miscellaneous item display properly in SFM"" link=""https://www.youtube.com/watch?v=OjQ3jz1m9ZY"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Fix Hats and Make Them Paintable - Pt5 - Fixing the ToughGuy Toque"" desc=""This series discusses the programs used to fix material files so hats and miscellaneous item display properly in SFM"" link=""https://www.youtube.com/watch?v=euP5NuH0bzQ"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Fix Hats and Make Them Paintable - Pt6 - Fixing the Voodoo JuJu"" desc=""This series discusses the programs used to fix material files so hats and miscellaneous item display properly in SFM"" link=""https://www.youtube.com/watch?v=i4WCaghXQ1E"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Fixing the Rimmed RainCatcher"" desc=""This series discusses the programs used to fix material files so hats and miscellaneous item display properly in SFM"" link=""https://www.youtube.com/watch?v=DoQ53pXKghc"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt01 - Introduction and Programs Required"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=rJipJO1CMTI"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt02 - Installing the Required Programs"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=dTZ3PNirDdA"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt03 - Using xnaLara to Create a Blender Impotable Model"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=J5abbO1D1-8"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt04- Intro to Blender"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=1Sp8R-7eZig"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt05 - Intro to Blender, Import the mesh.ascii File"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=eXQBrQEJfdA"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt06 - Dem Bones"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=m6vEP-y_orU"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt07 - Materials and Textures"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=SIRIt9VS62w"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt08 - Further Discussion on Normals"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=iv14P-tQnvw"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt09 - Scaling"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=8bTjZkCGELY"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt10 - More on Scaling and Bone Naming Conventions"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=SGw1jSDKe9M"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt11 - Creating the Idle Sequence and export SMD Files"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=3yDrjaUneVw"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt12 - Using GIMP to Convert Material Files to VTF Format"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=hBq-Iqg1m9g"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt13 - VTFEdit - Used to Create Basic VMTs"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=wI0bNmUQgDg"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt14 - QCs and Compiling the Model"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=QxPCdxbnGYo"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Converting XNA Models for Use in SFM Pt15 - Uploading Your Model to the SFM Workshop"" desc=""Converting XNA Models to SFM compatible models"" link=""https://www.youtube.com/watch?v=mN_gmikx5ks"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Build a Simple Video Using Game Mode in SFM - Part 2"" desc=""Series of tutorials covering how to create a simple film using game mode"" link=""https://www.youtube.com/watch?v=tLQGc8DgfGw"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Build a Simple Video Using Game Mode in SFM - Part 3"" desc=""Series of tutorials covering how to create a simple film using game mode"" link=""https://www.youtube.com/watch?v=9PWlmBrQgSI"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Build a Simple Video Using Game Mode in SFM - Part 4"" desc=""Series of tutorials covering how to create a simple film using game mode"" link=""https://www.youtube.com/watch?v=5IvGyeSMpSE"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Build a Simple Video Using Game Mode in SFM - Part 5"" desc=""Series of tutorials covering how to create a simple film using game mode"" link=""https://www.youtube.com/watch?v=AzxcX73_2aE"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Build a Simple Video Using Game Mode in SFM - Part 6"" desc=""Series of tutorials covering how to create a simple film using game mode"" link=""https://www.youtube.com/watch?v=HJHLumA5sEY"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Build a Simple Video Using Game Mode in SFM - Part 7"" desc=""Series of tutorials covering how to create a simple film using game mode"" link=""https://www.youtube.com/watch?v=oBW2WlhWP3I"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Build a Simple Video Using Game Mode in SFM - Part 8"" desc=""Series of tutorials covering how to create a simple film using game mode"" link=""https://www.youtube.com/watch?v=BU3wFOL6Ims"" /]","[author name=""Pte Jack"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""SFM Hat &amp; Weapons Locks Part 1 - 10 Minute Tutorials"" desc=""In this tutorial I go over a bit of information for Locking/Parenting in SFM"" link=""https://www.youtube.com/watch?v=mPAKhg-A6Nw"" /]","[author name=""Will Hurrell"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""SFM Hat &amp; Weapons Locks Part 2 - 10 Minute Tutorials"" desc=""This is a detailed tutorial that goes over the difference between locking to a models position and rotation"" link=""https://www.youtube.com/watch?v=cxqu-gG6lnE"" /]","[author name=""Will Hurrell"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Item Lock Tutorial"" desc=""In this tutorial, I show you how to lock items to parts of your character's body so that they move together."" link=""https://www.youtube.com/watch?v=N5im1NRa_hk"" /]","[author name=""Chubzdoomer"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to get GMOD 13 Models Into Source Filmmaker"" desc=""Here's my step-by-step guide for getting models off of the workshop! "" link=""https://www.youtube.com/watch?v=q67dMeMYjWI"" /]","[author name="" GamerChick5567"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Quick SFM Tutorial: Manual Lipsync and Custom Audio"" desc=""I made a quick tutorial on how to set up a custom audio file, put it in source filmmaker, and then do some manual lip-syncs."" link=""https://www.youtube.com/watch?v=qU1TWwgQPm8"" /]","[author name="" GamerChick5567"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Get Custom Sounds into SFM"" desc=""A more in-depth tutorial on how to get sounds/songs into SFM the correct way so you can avoid raging like a beeyotch. "" link=""https://www.youtube.com/watch?v=f8L8HRwV7Ig"" /]","[author name="" GamerChick5567"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Make a Simple Lock"" desc=""In this tutorial I discuss an easy way to do locks."" link=""https://www.youtube.com/watch?v=yXIHWjQNfI0"" /]","[author name="" GamerChick5567"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""40 Mins of Source Filmmaking in 6 and a Quarter Mins."" desc=""The WIP for Tapeworm!."" link=""https://www.youtube.com/watch?v=DR8mntfWURE"" /]","[author name="" GamerChick5567"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Volumetric Lighting"" desc=""This is just a quick tutorial on how to add a volumetric light."" link=""https://www.youtube.com/watch?v=wZfPS2jHmrM"" /]","[author name="" GamerChick5567"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to change Scout in to a girl"" desc=""This is just a quick tutorial on how to change the TF2 scout into a female char"" link=""https://www.youtube.com/watch?v=pIIvzLhc5PQ"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to put Gmod ponies workshop in to SFM/Gmod"" desc=""This is just a quick tutorial on how to the gmod pony workshop into SFM"" link=""https://www.youtube.com/watch?v=u372SUtfxXs"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make OC ponies Gmod way SFM/Gmod"" desc=""more pony stuff it seems ..."" link=""https://www.youtube.com/watch?v=BfcnhoIFhN8"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make a short SFM video (Put Clothes) Tutorials#2"" desc=""more pony stuff it seems ..."" link=""https://www.youtube.com/watch?v=usVUCOGXbMI"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Pony skin for SFM/Gmod"" desc=""more pony stuff it seems ..."" link=""https://www.youtube.com/watch?v=ulJYiL4ovT0"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to work with Pony Auto-Lip Sync tutorial Part2"" desc=""more pony stuff it seems ..."" link=""https://www.youtube.com/watch?v=DFsyhQFifZk"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make your very own OC pony for SFM|Gmod"" desc=""more pony stuff it seems ..."" link=""https://www.youtube.com/watch?v=bSCbLDvPQPo"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to work with Pony Auto-Lip Sync tutorial Part1"" desc=""more pony stuff it seems ..."" link=""https://www.youtube.com/watch?v=a17pigb9SJ4"" /]","[author name=""KawaFeel"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Modifying materials in the Element Viewer"" desc=""How to modify textures using the element viewer to make them do some pretty interesting stuff."" link=""https://www.youtube.com/watch?v=CzRX-uNmcfs"" /]","[author name=""Rantis"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""local model lighting override"" desc=""How to override a model's local lighting in SFM"" link=""https://www.youtube.com/watch?v=adh2i7UNCtU"" /]","[author name=""MaxOfS2D"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Creating phoneme tables for lipsync with custom models"" desc=""If you've tried to extract phonemes on a custom model, you probably noticed it didn't do anything. Here's how to make it work on any model with flexes."" link=""https://www.youtube.com/watch?v=dHNZgnNLzTg"" /]","[author name=""MaxOfS2D"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Recording (Tut 1)"" desc=""A basic tutorial on how to record and how to move the camera around the world."" link=""https://www.youtube.com/watch?v=SLJ3pV93tdc"" /]","[author name=""RileyPivot"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Applying Hats (Tut 2)"" desc=""In this SFM tutorial, I will show you how to apply hats to characters and how to remove default headgear"" link=""https://www.youtube.com/watch?v=dnjknUJx6YY"" /]","[author name=""RileyPivot"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Lip Sync (Tut 4)"" desc=""I am back with more SFM tutorials! This one is on Lip Syncing. Enjoy!"" link=""https://www.youtube.com/watch?v=wAEXbGTYK_0"" /]","[author name=""RileyPivot"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Moving Cameras (Tut 5)"" desc=""Part 5 of my Source Filmmaker Tutorial series shows off how to create moving cameras."" link=""https://www.youtube.com/watch?v=RL_KtiNTwgE"" /]","[author name=""RileyPivot"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""View target camera script"" desc=""Script for modifying the view target for the camera"" link=""https://www.youtube.com/watch?v=v54ByAQXWzA"" download_link=""https://mega.nz/#F!EEIQBZgK!qFP7gnXi12BLe42cOKNr_Q""  /]","[author name=""MulleDK19"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Sequence to custom TF2 model"" desc=""This video will show a simple trick that will allow you to copy and paste Valve's sequences onto a custom model, like the Femscout."" link=""https://www.youtube.com/watch?v=SsY7RJISXh0"" /]","[author name=""Zatemedek"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Import custom player models"" desc=""For you who can't figure out how to import models into SFM, might want to take a quick look at this."" link=""https://www.youtube.com/watch?v=Ni6-lrLNWCI"" /]","[author name=""Zatemedek"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Particle systems"" desc=""If your particle emitter does not emit particles on playback. Have a look at this video, it might help you."" link=""https://www.youtube.com/watch?v=pR2VJKZH6q8"" /]","[author name=""Zatemedek"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Two colors for one hat"" desc=""If you would like to use a hat twice in one scene with a different color have a peek at this."" link=""https://www.youtube.com/watch?v=GgqWUXYqZSo"" /]","[author name=""Zatemedek"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Paint a non paintable hat"" desc=""his video will show you how to paint one of the non paintable hats in TF2 for SFM."" link=""https://www.youtube.com/watch?v=4JlBWKD2zfU"" /]","[author name=""Zatemedek"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Compile motion capture into .qc"" desc=""Please note that later versions of iPi can export directly to .dmx now."" link=""https://www.youtube.com/watch?v=_pVKuB6C8eI"" /]","[author name=""Zatemedek"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Extract Gmod workshop addons"" desc=""Hello, this video will show you how to extract addons from the Gmod workshop."" link=""https://www.youtube.com/watch?v=v94aHWs3S0I"" /]","[author name=""Zatemedek"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to import Models in SFM2/Dota 2 Reborn"" desc=""Bring the new Dota 2 Reborn models into SFM via FBX"" link=""https://www.youtube.com/watch?v=ou1qAmIVyq8"" /]","[author name=""krailyx"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""SFM Tutorial 2 (Importing custom models and lip syncing.)"" desc=""In this episode I cover importing custom models and lip syncing."" link=""https://www.youtube.com/watch?v=sTlH97CMglM"" /]","[author name=""HyperNinjaPenguin"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Behind The Scenes: Team Bordtresslands"" desc=""I address both of the questions I've gotten about Team Bordtresslands."" link=""https://www.youtube.com/watch?v=FN6mK6YOVKo"" /]","[author name=""HyperNinjaPenguin"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Resizing Models in Source Filmmaker"" desc=""Source Filmmaker recently updated to allow models to be resized, This tutorial shows you how to use it."" link=""https://www.youtube.com/watch?v=c07HK1724tI"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Making Pony Eyes glow."" desc=""Tutorial covering how to make Pony Eyes glow."" link=""https://www.youtube.com/watch?v=r_fcyN-3izs"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to fix the colorchange and sfmphys scripts after the 7/31 sfm update"" desc=""fix the colorchange and sfmphys scripts"" link=""https://www.youtube.com/watch?v=cgHdij5-jNI"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to animate skins and bodygroups in Source Filmmaker"" desc=""After the new script was released on sfmbox I thought why not do a tutorial to show people how to use it. "" link=""https://www.youtube.com/watch?v=g3aC55IV8lo"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Cel-shading tutorial (plus basics of installing pony models)"" desc=""Thought I'd show people how to get the cel-shading effect in SFM."" link=""https://www.youtube.com/watch?v=Sqi8SqB5T2Q"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How To Make Body Parts Invisible in Source Filmmaker Using Override Material"" desc=""Basically showing how you can use Override Material to hide some parts of models in sfm. Also using it to change the color of models."" link=""https://www.youtube.com/watch?v=c_p11aepbGs"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Make Comics Inside Source Filmmaker"" desc=""Giving a general tutorial on making comics from within SFM"" link=""https://www.youtube.com/watch?v=XA5u3o2Mo8U"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""An alternate way to light models using Aim Contraints"" desc=""An alternate way to light models using Aim Contraints"" link=""https://www.youtube.com/watch?v=l2IriFHegcg"" /]","[author name=""RaptorNX01"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Ponies in Socks (a.k.a. bonemerging)"" desc=""In this tutorial I am teaching you how to add accessories to your pony."" link=""https://www.youtube.com/watch?v=F_bcc-NLYz8"" /]","[author name=""The4thaggie"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Importing Pony SFM Models"" desc=""This is an revised tutorial to my original that is shorter, sweeter, and hopefully more clear as to how you can import most of the available PONY SFM models. "" link=""https://www.youtube.com/watch?v=oUP1ggtT0m88"" /]","[author name=""The4thaggie"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Skin Your Custom Pony (Tut 3)"" desc=""In this tutorial I will show you all of the steps necessary to skin a template pony or other included GMOD Ponies"" link=""https://www.youtube.com/watch?v=zcdR8ZgalAY"" /]","[author name=""The4thaggie"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Rendering (Tut 2)"" desc=""In this video I will be going over the process of rendering a scene into movie form. I have added a few tips that might help you."" link=""https://www.youtube.com/watch?v=e_bkxBNOUnc"" /]","[author name=""The4thaggie"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Using Gmod Ponies in Source Filmmaker (Tut 1)"" desc=""In this video I describe in detail the method of importing Gmod Ponies into Source Film Maker."" link=""https://www.youtube.com/watch?v=joZWuA7g9PY"" /]","[author name=""The4thaggie"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Rigging a TF2 character in Motionbuilder for SFM"" desc=""Rigging a Character for SFM"" link=""https://www.youtube.com/watch?v=wpO_rzJU4AU"" /]","[author name=""xcloudx02"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Create Loadout Posters in Source Filmmaker"" desc=""How to Create Loadout Posters in Source Filmmaker"" link=""https://www.youtube.com/watch?v=uxrRmIWKzYc"" /]","[author name=""DrWafflesHD"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
