Name / Description,"<img src=""https://s5.postimg.cc/gn6oq7t3b/g_cont.png"" width=""20"" height=""20"" title=""Game Tutorial Relates to!"">",Src / Author
"[tut_desc name=""Displacements"" desc=""Want some realistic terrain? Read on!"" link=""https://twhl.info/wiki/page/Tutorial%3A_Displacements"" download_link=""https://mega.nz/#F!IZxREC7S!2JNX3yWXEHJWn5GNnAJ1qA"" /]",[hl2],"[author name=""Penguinboy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Introduction to Colour Correction"" desc=""Set the mood of a scene easily using Source's in-game GUI colour correction editor."" link=""https://twhl.info/wiki/page/Tutorial%3A_Introduction_to_Colour_Correction"" /]",[hl2],"[author name=""Archie"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Making a working plug and combine generator"" desc=""A tutorial covering how to make plugs that can be unplugged and plugged in over and over again, as well as learning how to use the combine power generator prefab."" link=""https://twhl.info/wiki/page/Tutorial%3A_Making_a_working_plug_and_combine_generator"" /]",[hl2],"[author name=""38_98"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""New Glass"" desc=""Need to make some good old fashioned glass in Source? Read on."" link=""https://twhl.info/wiki/page/Tutorial%3A_New_Glass"" download_link=""https://mega.nz/#F!ddYzXIgC!k1zgxVGgCclr_f3arQrzFQ"" /]",[hl2],"[author name=""TheGrimReafer"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""NPC Scripting Basics"" desc=""An introduction to scripted_sequences in Source."" link=""https://twhl.info/wiki/page/Tutorial%3A_NPC_Scripting_Basics"" download_link=""https://mega.nz/#F!AdIm3YbK!Hcq-WK9J1MxApjoohXlkYA"" /]",[hl2],"[author name=""doodle"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Physics in Source"" desc=""How to get physics objects into your Source engine maps"" link=""https://twhl.info/wiki/page/Tutorial%3A_Physics_in_Source"" /]",[hl2],"[author name=""Habboi"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Pointfiles"" desc=""Leaks, Pointfiles, and You"" link=""https://twhl.info/wiki/page/Tutorial%3A_Pointfiles"" /]",[hl2],"[author name=""TheGrimReafer"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Basic Logic_Compares and Game_UIs"" desc=""The basic principles to Game_UI and Logic_Compare entity control."" link=""https://twhl.info/wiki/page/Tutorial%3A_Basic_Logic_Compares_and_Game_UIs"" download_link=""https://mega.nz/#F!FZRiWIra!kdgSwF0NPamlg7z-7QRBIA"" /]",[hl2],"[author name=""TheGrimReafer"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Soundscapes"" desc=""Adding that touch of ambience to your Source maps"" link=""https://twhl.info/wiki/page/Tutorial%3A_Soundscapes"" /]",[hl2],"[author name=""Snpbond"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""The Tunnel Effect"" desc=""Ever wanted to know how VALVe did the blinding light tunnel trick in Half-Life 2? Found out here."" link=""https://twhl.info/wiki/page/Tutorial%3A_The_Tunnel_Effect"" download_link=""https://mega.nz/#F!BU5nBYoC!9pGMZN71wVoGXUdZvcVALQ"" /]",[hl2],"[author name=""DarkKilauea"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Unpluggable TV"" desc=""Creating the unpluggable TV, as seen in Half-Life 2."" link=""https://twhl.info/wiki/page/Tutorial%3A_Unpluggable_TV"" download_link=""https://mega.nz/#F!FEAzBZrA!TRAOQgbhAVWnJcFT8_NsWg"" /]",[hl2],"[author name=""Madcow"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Using the Cordon Tool"" desc=""An easy to use tool that makes life easier in many ways."" link=""https://twhl.info/wiki/page/Tutorial%3A_Using_the_Cordon_Tool"" /]",[hl2],"[author name=""Tetsu0"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Movable objects"" desc=""Movable objects"" link=""http://web.archive.org/web/20070606215240/http://egir.dk/phpBB2/viewtopic.php?t=817&amp;sid=03bdea30a71e7e7591df09aed462a888"" /]",[hl2],"[author name=""silver"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""3D Skyboxes"" desc=""Want to make it look like your map is enormous without it actually being large? Read on!"" link=""https://twhl.info/wiki/page/Tutorial%3A_3D_Skyboxes"" download_link=""https://mega.nz/#F!UYIBAZCJ!VK5q553iNDdmm7i8NybBGw"" /]",[hl2],"[author name=""Penguinboy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""List of Half-Life 2 and Counter-Strike Source skynames"" desc=""List of Half-Life 2 and Counter-Strike Source skynames"" link=""http://web.archive.org/web/20070606213945/http://egir.dk/phpBB2/viewtopic.php?t=1101&amp;sid=03bdea30a71e7e7591df09aed462a888"" /]",[hl2],"[author name=""SyntaX.ErroR"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""Real World Mapping by aazell (213)"" desc=""This is a tutorial for creating an initial block map for an outdoor real world location."" link=""http://web.archive.org/web/20150207065912/http://halfwit-2.com/?page=tutorials&amp;id=213"" download_link=""https://mega.nz/#F!1EBFxALb!-VCaJFmlnkf_kFOW1zBJ6w"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Disguising the player as a combine by Treb_Treb (212)"" desc=""Disguising the player as a combine by Treb_Treb"" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=212"" download_link=""https://mega.nz/#F!EF4wTCCZ!0ApQWuMDUrRUQMS-dkOHhA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""More Displacement Mapping"" desc=""In this tutorial we will learn how to use the sew command with displacement mapping, as well as a few tips for easier dispacement mapping. "" link=""http://web.archive.org/web/20070606213605/http://egir.dk/phpBB2/viewtopic.php?t=2476&amp;sid=03bdea30a71e7e7591df09aed462a888"" /]",[hl2],"[author name=""0ddity"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""Blowing up a Combine Doorlock by Kennyist (210)"" desc=""Made in Episode 1 config. Tutorial shows how to blow up doors with combine lock on."" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=210"" download_link=""https://mega.nz/#F!5Ex2jIZJ!znnq9WGh2dEShhvdFSm1EA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Triggered door with button"" desc=""Triggered door with button "" link=""http://web.archive.org/web/20070606214547/http://egir.dk/phpBB2/viewtopic.php?t=2462&amp;sid=03bdea30a71e7e7591df09aed462a888"" /]",[hl2],"[author name=""skter4938"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""Simple terrain with displacement"" desc=""This is a basic tutorial on displacement mapping"" link=""http://web.archive.org/web/20070606215149/http://egir.dk/phpBB2/viewtopic.php?t=2454&amp;sid=03bdea30a71e7e7591df09aed462a888"" /]",[hl2],"[author name=""0ddity"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""Blow up a wall with an airstrike"" desc=""Blow up a wall with an airstrike"" link=""http://web.archive.org/web/20070606214038/http://egir.dk/phpBB2/viewtopic.php?t=2453&amp;sid=03bdea30a71e7e7591df09aed462a888"" /]",[hl2],"[author name=""0ddity"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""Making skybox trees and forests using detailtype keyword. (208)"" desc=""Have you ever noticed that some 'grass' textures also have tall grass and weeds that show up in game?"" link=""http://web.archive.org/web/20150207143612/http://www.halfwit-2.com/?page=tutorials&amp;id=208"" download_link=""https://mega.nz/#F!lVB2DQAL!E6RWMdzYtFj7YAo0iOi90w"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Change Gman to a Model Citizen (206)"" desc=""Making the Gman into a 'Model Citizen'"" link=""http://web.archive.org/web/20150207063608/http://www.halfwit-2.com/?page=tutorials&amp;id=206"" download_link=""https://mega.nz/#F!hJJmGJRS!8ALgb0jp_nwz7q15S7LgdA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Citizens open door and enter room (205)"" desc=""Tutorial showing how to get citizens (NPC's) to come through a door."" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=205"" download_link=""https://mega.nz/#F!hJJmGJRS!8ALgb0jp_nwz7q15S7LgdA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Trigger Look (204)"" desc=""One way of using trigger_look. In the VMF - you see a screen of the adjacent room, then a shelf falls down in the room enabling you to get a gun and ammo. Zombies Optional !"" link=""http://web.archive.org/web/20141202171931/http://www.halfwit-2.com/?page=tutorials&amp;id=204"" download_link=""https://mega.nz/#F!9IY03RTK!TkvKggHEkTxE2VJKOVeTTg"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Combine Dropship"" desc=""Need to make a dropship fly in and drop off some combine soldiers?"" link=""https://twhl.info/wiki/page/Tutorial%3A_Combine_Dropship"" /]",[hl2],"[author name=""ZeG"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""A Guide to Lighting in Source - Part One"" desc=""Part one of an In-depth tutorial covering the ins and outs of lighting in the Source Engine"" link=""http://lambdageneration.com/modding/source/source-lighting-guide-01/"" /]",[hl2],"[author name=""MisterAddy"" alt=""lambda"" img=""https://s5.postimg.cc/gyyxq9tkz/Lambda_author.png""]"
"[tut_desc name=""Making a Rotating Door"" desc=""Making a Rotating Door"" link=""http://web.archive.org/web/20151030062202/http://www.slackiller.com/New%20Tuts/rot_door.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Making a Breakable Window"" desc=""Making a Breakable Window"" link=""http://web.archive.org/web/20151030061815/http://www.slackiller.com/New%20Tuts/windowtut.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name="" Expert Compile Setup"" desc=""Configure advanced compile to run with extra parameters etc. "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/111/Expert_Compile_Setup"" /]",[hl2],"[author name=""Leperous "" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Finding and Repairing Leaks"" desc=""Finding leaks in the new Hammer"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/124/Finding_and_Repairing_Leaks"" /]",[hl2],"[author name=""omegaslayer"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Glass"" desc=""Creating different glass types"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/94/Glass"" /]",[hl2],"[author name=""Leperous"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Controlling Combine Assaults"" desc=""Using assault_ entities to direct Combine assaults"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/127/Controlling_Combine_Assaults"" /]",[hl2],"[author name=""ColCobb"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Environmental effects"" desc=""Sun, rain, dust and fog "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/102/Environmental_effects"" /]",[hl2],"[author name=""Leperous"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Compiling Errors"" desc=""A list of them, and solutions "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/114/Compiling_Errors"" /]",[hl2],"[author name=""Leperous"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""3D Skybox"" desc=""Making distant scenery "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/95/3D_Skybox"" /]",[hl2],"[author name=""Leperous"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Tire Swing"" desc="" A tutorial on how to create a tire swing with physics and constraints"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/128/Tire_Swing"" /]",[hl2],"[author name=""cbk"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Dynamic Light"" desc=""Introduction to the light_dynamic entity"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/131/Dynamic_Light"" /]",[hl2],"[author name=""cbk"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Elevators"" desc=""Making a freight elevator with props"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/132/Elevators"" /]",[hl2],"[author name=""booker"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Level Changes in HL2"" desc=""Getting it done despite the bugs "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/133/Level_Changes_in_HL2"" /]",[hl2],"[author name=""Guessmyname"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""'Shoot to open' door tutorial"" desc=""Make a door open when shot"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/135/'Shoot_to_open'_door_tutorial"" /]",[hl2],"[author name=""TheSchwartz"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Respawning props - the hard way"" desc=""How to make stuff respawn if the conventional ways fail. "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/134/Respawning_props_-_the_hard_way"" /]",[hl2],"[author name=""venomus"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Basic Clipping"" desc=""Using the 'Clipping' tool to cut holes"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/136/Basic_Clipping"" /]",[hl2],"[author name=""Livett"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name="" Buttons "" desc=""Make a button turn a light on and off "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/129/Buttons"" /]",[hl2],"[author name=""Leperous"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Scripted Sequences"" desc=""Control NPC actions "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/123/Scripted_Sequences"" /]",[hl2],"[author name=""Guessmyname"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Lighting Basics"" desc=""A guide to light ents for newbies "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/122/Lighting_Basics"" /]",[hl2],"[author name=""Tracer Bullet"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Rotating Door"" desc=""How to make a simple door that swings open "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/118/Rotating_Door"" /]",[hl2],"[author name=""DrGlass"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Hammer Editor Tutorial #2 - Navigation (Part 2)"" desc=""In this Tutorial we'll explain you how to navigate the Hammer Editor. You'll learn more about the functions of the Tools and the handling of the Editor. "" link=""https://youtu.be/hBYJaV2GKiM"" /]",[hl2],"[author name=""GeNiaL"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png"" /]"
"[tut_desc name=""Hammer Editor Tutorial #2 - Navigation (Part 1)"" desc=""In this Tutorial we'll explain you how to navigate the Hammer Editor. You'll learn more about the functions of the Tools and the handling of the Editor."" link=""https://youtu.be/fXDARfFn0ZY"" /]",[hl2],"[author name=""GeNiaL"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png"" /]"
"[tut_desc name=""Hammer Editor Tutorial #3 - First Room"" desc=""In this Tutorial we will explain you how to create your first room. You will learn to place one light and a player start and something more. So you got a basic knowledge of building a map."" link=""https://youtu.be/yt9thtmTsKc"" /]",[hl2],"[author name=""GeNiaL"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png"" /]"
"[tut_desc name=""Displacement Surfaces 1 - The Basics"" desc=""An introduction to terrain creation"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/99/Displacement_Surfaces_1:_The_Basics"" /]",[hl2],"[author name=""ReNo"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Doors"" desc=""Creating doors"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/96/Doors"" /]",[hl2],"[author name=""Leperous"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Source physics"" desc=""An introduction to Source physics"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/97/Source_physics"" /]",[hl2],"[author name=""Leperous"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Breakable Glass Doors"" desc=""Design realistically-breaking glass doors "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/104/Breakable_Glass_Doors"" /]",[hl2],"[author name=""Nanodeath"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Displacement Surfaces 2 - Alpha Masking"" desc=""Texture variation within a terrain surface "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/100/Displacement_Surfaces_2:_Alpha_Masking"" /]",[hl2],"[author name=""ReNo"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Input/Output tabs"" desc=""little how-to on the new way to link entities "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/105/Input/Output_tabs"" /]",[hl2],"[author name=""Naklajat"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Subdivide tool"" desc=""Shows you what you should use subdivide for "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/108/Subdivide_tool"" /]",[hl2],"[author name=""Fakedawg"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Realistic tunnels and caves"" desc=""Shows you how to make a tunnel through the use of displacements "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/109/Realistic_tunnels_and_caves"" /]",[hl2],"[author name=""Fakedawg "" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Cameras"" desc=""You saw them, you want to make them... "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/110/Cameras"" /]",[hl2],"[author name=""Dred_furst "" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Advanced Camera Techniques"" desc=""Cycling between cameras, chase cameras, etc. "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/116/Advanced_Camera_Techniques"" /]",[hl2],"[author name=""Joe-Bob"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Televisions"" desc="" Displaying something, and plugged into the wall "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/112/Televisions"" /]",[hl2],"[author name=""Leperous "" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Prop_Door_Rotating"" desc=""How to create a rotating door using models. "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/119/Prop_Door_Rotating"" /]",[hl2],"[author name=""Tz0m"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Key Locked Door"" desc=""Make a door that can only be opened with a key card "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/137/Key_Locked_Door"" /]",[hl2],"[author name=""DrGlass"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Making Water"" desc=""Making Water"" link=""http://web.archive.org/web/20151030061729/http://www.slackiller.com/New%20Tuts/watertut.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Clipping Vs. Carving"" desc=""Cutting holes in things: which tool and why "" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/138/Clipping_Vs._Carving"" /]",[hl2],"[author name=""Tracer Bullet"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Attack waves"" desc=""Learn how to use the npc_maker entity to create attack waves of enemies"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/140/Attack_waves"" /]",[hl2],"[author name=""greensinge"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png"" /]"
"[tut_desc name=""Destruction using the Clipping and Vertex tools"" desc=""How to create destroyed holes realistically via the Clipping and Vertex Edit tools"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/177/Destruction_using_the_Clipping_and_Vertex_tools"" /]",[hl2],"[author name=""midkay"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Simple Ladders"" desc=""Quick and Easy Working Ladders"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/117/Simple_Ladders"" /]",[hl2],"[author name=""supacomix.njb"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Combine Architecture"" desc=""Doing Buildings and Models the Combine way of life."" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/179/Combine_Architecture"" /]",[hl2],"[author name=""ding"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Mounted Guns"" desc=""and why yours might not work"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/180/Mounted_Guns"" /]",[hl2],"[author name=""hl_world"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""An introduction to clipping."" desc=""*Clip clip* Learn it. Use it. Love it."" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/184/An_introduction_to_clipping."" /]",[hl2],"[author name=""Joshead"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Ladders...that work!"" desc=""This is a tutorial on how to make ladders that actually work"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/183/Ladders...that_work!"" /]",[hl2],"[author name=""SeanOCR"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Gameflow"" desc=""This tutorial covers the basics of gameflow, why it is important and how to achieve it."" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/176/Gameflow"" /]",[hl2],"[author name=""SpiKeRs"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Brush Entity Decals"" desc=""A short tutorial on how to add decals to brush entities."" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/186/Brush_Entity_Decals"" /]",[hl2],"[author name=""quanta"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Triggering a Sound"" desc=""Triggering a Sound"" link=""http://web.archive.org/web/20151030063222/http://www.slackiller.com/New%20Tuts/trigger_sound.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Ambient_Generic"" desc=""Ambient_Generic"" link=""http://web.archive.org/web/20151030063157/http://www.slackiller.com/New%20Tuts/sound.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Making it Rain or Snow"" desc=""Making it Rain or Snow"" link=""http://web.archive.org/web/20151030063101/http://www.slackiller.com/New%20Tuts/rainsnow.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Using the displacement feature"" desc=""Using the displacement feature"" link=""http://web.archive.org/web/20151030062522/http://www.slackiller.com/New%20Tuts/displacement.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Making a Rope/Cable"" desc=""Making a Rope/Cable"" link=""http://web.archive.org/web/20151030062444/http://www.slackiller.com/New%20Tuts/rope.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Func_Reflective_glass (Mirrors) by Namelezz! (171)"" desc=""This is a short tutorial on the new func_reflective_glass and texture,"" link=""http://web.archive.org/web/20141006133213/http://www.halfwit-2.com/?page=tutorials&amp;id=171"" download_link=""https://mega.nz/#F!8dRkkJAT!tMzGO74KAj6Qkrdljb4-Hw"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Env_Beam"" desc=""Env_Beam"" link=""http://web.archive.org/web/20151030063341/http://www.slackiller.com/New%20Tuts/env_beam.html"" /]",[hl2],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
