Name / Description,"<img src=""https://s5.postimg.cc/gn6oq7t3b/g_cont.png"" width=""20"" height=""20"" title=""Game Tutorial Relates to!"">",Src / Author
"[tut_desc name="" Realism for Half-Life"" desc=""This Guide will teach you how to make your Half-Life experience as realistic as possible"" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=425444115"" /]",[hl],"[author name=""lp-SORLλG"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""The Inner Workings of RAD"" desc=""The Inner Workings of RAD"" link=""http://web.archive.org/web/20061028235357/http://collective.valve-erc.com/index.php?doc=1046121871-81619100"" /]",[hl],"[author name=""DeathWish"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Making Half-Life Mods - Part 2"" desc=""In this segment, he goes over every aspect of his five week plan from the build process to playtesting to actually finishing and releasing the mod"" link=""http://web.archive.org/web/20061028231008/http://collective.valve-erc.com/index.php?doc=1046114255-88212900"" /]",[hl],"[author name=""Robin Walker"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Making Half-Life Mods - Part 1"" desc=""This article is designed to help you make "" link=""http://web.archive.org/web/20061028231012/http://collective.valve-erc.com/index.php?doc=1046114231-73292000"" /]",[hl],"[author name=""Robin Walker"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Recorded Freestyle Movies: Simple Recording and Editing"" desc=""Recorded Freestyle Movies:
Simple Recording and Editing"" link=""https://web.archive.org/web/20040408045559/http://planethalflife.com:80/vision/tutorials/Record01_01.htm"" /]",[hl],"[author name=""pov"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""First Steps in Game AI: Your Own Bot"" desc=""First Steps in Game AI: Your Own Bot"" link=""https://web.archive.org/web/20020816171439/http://ai-depot.com:80/GameAI/Bot-Introduction.html"" /]",[hl],"[author name=""Alex J. Champandard"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""List of Codes - Cheats"" desc=""This guide is a list for most of the important codes and cheats in Half Life"" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=658280150"" /]",[hl],"[author name=""Kinotechnick"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""Demo Recording"" desc=""Demo recording is a game feature which allows the player to record in-game footage into lightweight .dem fi"" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=191368694"" /]",[hl],"[author name=""executλble"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""Solving Lag Problems in Half Life (and most Gold Source games)"" desc=""Solving Lag Problems in Half Life (and most Gold Source games)"" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=367024352"" /]",[hl],"[author name=""meikkon_"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""Getting Started with the Half-Life SDK"" desc=""This tutorial should teach you how to set up a mod to code."" link=""https://web.archive.org/web/20011204052449fw_/http://www.planethalflife.com:80/wavelength/coding/tutorials/00.htm"" /]",[hl],"[author name=""Drywall"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png"" /]"
"[tut_desc name=""Rust FAQ"" desc=""Half-Life Editing FAQ"" link=""https://web.archive.org/web/20020825113008/http://www.gamedesign.net:80/?file=rust/content/half-life/faq/general"" /]",[hl],"[author name=""merl"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""Getting Rid of Flash Frames"" desc=""Getting Rid of Flash Frames"" link=""https://web.archive.org/web/20040408050643/http://planethalflife.com:80/vision/tutorials/flash.htm"" /]",[hl],"[author name=""pov"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""paks, batch files, and liblists"" desc=""paks, batch files, and liblists"" link=""https://web.archive.org/web/20040408050243/http://planethalflife.com:80/vision/tutorials/finishing.htm"" /]",[hl],"[author name=""pov"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""Mapping and Compiling Error List For Half-Life and Counter-Strike"" desc=""Mapping and Compiling Error List
For Half-Life and Counter-Strike"" link=""https://web.archive.org/web/20071123145234/http://www.frankclan.ca:80/maps/map_resources/mirrored/errors.shtml#leafface"" /]",[hl],"[author name=""Tommy"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""Writing a Custom Userconfig File"" desc=""Writing a custom userconfig file to change variables."" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=122886751"" /]",[hl],"[author name=""Stu Pidaso"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""Beginner Movie Tutorial"" desc=""Beginner Movie Tutorial"" link=""https://web.archive.org/web/20040408045905/http://planethalflife.com:80/vision/tutorials/begining.htm"" /]",[hl],"[author name=""pov"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""Ideals of Design"" desc=""Ideals of Design"" link=""https://web.archive.org/web/20021205144930/http://www.valve-erc.com/resources/?page=ideals"" /]",[hl],"[author name=""autolycus"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Moving Camera, Stationary Focus / Moving Focus, Stationary Camera Tutorials"" desc=""Moving Camera, Stationary Focus / Moving Focus, Stationary Camera Tutorials"" link=""https://web.archive.org/web/20040408051054/http://planethalflife.com:80/vision/tutorials/middle.htm"" /]",[hl],"[author name=""pov"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""How To Make A Mod"" desc=""How To Make A Mod"" link=""https://web.archive.org/web/20070808152932/http://collective.valve-erc.com/index.php?go=howto_mod"" /]",[hl],"[author name=""Valve"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Solutions to Resolution Bug and More"" desc=""Every GoldSrc game seems to have this bug-- change your resolution from native, and you're screwed"" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=318695295"" /]",[hl],"[author name=""Comradicale"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""Making a custom console background"" desc=""This tutorial will show you how to make your own console background and loading images for your mod."" link=""https://web.archive.org/web/20021127203013/http://www.gamedesign.net:80/?file=rust/content/half-life/tutorials/conback"" /]",[hl],"[author name=""Merl"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png"" /]"
"[tut_desc name=""Half-Life Entity List"" desc=""Half-Life Entity List"" link=""https://web.archive.org/web/20000614220223/http://planethalflife.com:80/wavelength/levels/entities/index.html"" /]",[hl],"[author name=""HellBringer"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png"" /]"
"[tut_desc name=""The Introductory Guide to Half-Life Modding"" desc=""Welcome to Wavelength's Introductory Guide to Half-Life editing!"" link=""https://web.archive.org/web/20011220124140fw_/http://www.planethalflife.com:80/wavelength/design/iguide/01.htm"" /]",[hl],"[author name=""Red Knight"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png"" /]"
"[tut_desc name=""File Structure For Mods (no PAK file)"" desc=""An example file structure that shows you where your mod files should go within your mods folder."" link=""http://web.archive.org/web/20150309215721/http://halflifezone.com/forums/viewtopic.php?f=39&t=55"" /]",[hl],"[author name=""hl_freak"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""Pak Files and the Directory Folders"" desc=""The .pak files are places that store sounds, models, maps, etc"" link=""https://web.archive.org/web/20021219133439/http://valve-erc.com/resources/?page=pakfiles"" /]",[hl],"[author name=""Delete_Me"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Porting GoldSrc to Linux"" desc=""Collection of tutorials on getting your mod working on Linux"" link=""http://web.archive.org/web/20041210111242/http://www.planethalflife.com/tuxportal/index.shtml"" /]",[game_multi],"[author name=""TuxPortal"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Multiplayer Help and Tweaking"" desc=""Half-Life Multiplayer Help and Tweaking"" link=""http://web.archive.org/web/20000226062428/http://halflife.pcgame.com/multi.html"" /]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Personal VHE start splash"" desc=""Personal VHE start splash"" link=""https://gamebanana.com/tuts/11410"" /]",[game_multi],"[author name=""fa7bardh"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to Green Screen"" desc=""How to Green Screen"" link=""https://gamebanana.com/tuts/11335"" /]",[game_multi],"[author name=""DustStriker"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Common errors and problems in HL mapping"" desc=""Common errors and problems in HL mapping"" link=""http://web.archive.org/web/20041205201924/http://www.tdcom.net/lacos/?section=2&amp;subsection=10"" /]",[game_multi],"[author name=""lacos"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Long compile times and tips to improve them"" desc=""This tutorial is made to give a starting mapper some information about compile times and ideas how to improve them."" link=""http://web.archive.org/web/20050307090906/http://www.tdcom.net/lacos/?section=2&amp;subsection=6"" /]",[game_multi],"[author name=""lacos"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Useful console commands"" desc=""This tutorial explains the use of some specific console commands mostly used for mapping and debugging."" link=""http://web.archive.org/web/20050409190318/http://www.tdcom.net/lacos/?section=2&amp;subsection=5"" /]",[game_multi],"[author name=""lacos"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Aliases and Scripts"" desc=""Half-Life Aliases and Scripts"" link=""http://web.archive.org/web/20010813050131/http://halflife.pcgame.com/console/alias.html"" /]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Server How-To @ Command Center"" desc=""Tips and Tricks for setting up a half-life server"" link=""http://web.archive.org/web/20000818043034/http://planethalflife.com/commands/howto.shtml"" /]",[game_multi],"[author name=""Command Center"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Console Commands and Variables"" desc=""Half-Life Console Commands and Variables"" link=""http://web.archive.org/web/20000301050414/http://halflife.pcgame.com/console/tweaks.html"" /]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Steam Console Commands"" desc=""Steam Console Commands"" link=""https://web.archive.org/web/20090429031937/http://hl.gamegate2k.com:80/halflife/steamconsolecommands"" /]",[game_multi],"[author name=""gamegate2k"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""General Worldcraft/Hammer Tips"" desc=""General Worldcraft/Hammer Tips"" link=""http://web.archive.org/web/20030302191438/http://www.planethalflife.com/yak/articles/index.htm"" /]",[game_multi],"[author name=""yak"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Console Commands: In-Game Controls"" desc=""Half-Life Console Commands"" link=""http://web.archive.org/web/20041223173940/http://www.planethalflife.com/half-life/console/"" /]",[game_multi],"[author name=""Planet Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Commands @ Command Center"" desc=""Half-Life Console Commands"" link=""http://web.archive.org/web/20000818202120/http://www.planethalflife.com/commands/commands/index.shtml"" /]",[game_multi],"[author name=""Command Center"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""How to use GCFScape "" desc=""In this tutorial I will tell you how to extract the .wad file from the .gcf files used by Steam."" link=""http://web.archive.org/web/20040804040300/http://www.planethalflife.com/hlprogramming/tutorial.asp?i=63"" /]",[game_multi],"[author name=""Naigel"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""Detail versus Design"" desc=""2 part theory explaining detail versus design in map making"" link=""http://web.archive.org/web/20050310202011/http://www.planethalflife.com/davej/detail_versus_design.htm"" /]",[game_multi],"[author name=""David Johnston"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Console Help Index"" desc=""Half-Life Console Help Index"" link=""http://web.archive.org/web/20000229203416/http://halflife.pcgame.com/console/index.html"" /]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Creating a Overview Description File"" desc=""Creating a Overview Description File"" link=""https://gamebanana.com/tuts/2910"" /]",[cscz],"[author name=""manoj"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Scripting Basics"" desc=""Scripting Basics"" link=""https://gamebanana.com/tuts/3291"" /]",[cscz],"[author name=""Shellhead"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Change Languange Script"" desc=""Change Languange Script"" link=""https://gamebanana.com/tuts/10353"" /]",[cscz],"[author name=""jamaika"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Hud Installation (EASY!)"" desc=""Hud Installation (EASY!)"" link=""https://gamebanana.com/tuts/4458"" /]",[cscz],"[author name=""Zoe101"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Changing the server start text"" desc=""Changing the server start text"" link=""https://gamebanana.com/tuts/1785"" /]",[cscz],"[author name=""s1nk0"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to make your console transparent"" desc=""How to make your console transparent"" link=""https://gamebanana.com/tuts/12043"" /]",[cs],"[author name=""TAGAMTAM"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How To Install Maps"" desc=""How To Install Maps"" link=""http://web.archive.org/web/20151029160214/http://www.slackiller.com/New%20Tuts/how_to_install.html"" /]",[cs],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Using RESGEN to make a .RES file for your map""  desc=""Res files are a very useful extra you can build for your map. They contain a list of all the 'extras' your map contains, like sounds, maps, wads, etc"" link=""http://web.archive.org/web/20041009205732/http://countermap.counter-strike.net/Tutorials/tutorial.php?id=41"" /]",[cs],"[author name=""Waldo"" alt=""counter-map"" img=""https://s5.postimg.cc/w4mxj05j7/counter_map.png""]"
"[tut_desc name=""Introduction to Notepad for mappers""  desc=""Have you ever seen l33t mappers say they only map with Notepad?"" link=""http://web.archive.org/web/20041119023338/http://countermap.counter-strike.net/Tutorials/tutorial.php?id=40"" /]",[cs],"[author name=""MaryBeth"" alt=""counter-map"" img=""https://s5.postimg.cc/w4mxj05j7/counter_map.png""]"
"[tut_desc name=""CS 1.6 VGUI Editing Tutorial"" desc=""So i got some requests telling me how i do these custom GUIs for CS 1.6 and i decided to make a tutorial, enjoy!"" link=""https://gamebanana.com/tuts/12458"" /]",[cs],"[author name=""CS:GO Ports"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to set diffrent scope each weapon"" desc=""How to set diffrent scope each weapon"" link=""https://gamebanana.com/tuts/12387"" /]",[cs],"[author name=""Spys Cr3ed"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to add content without replace cstrike folder"" desc=""How to add content without replace cstrike folder"" link=""https://gamebanana.com/tuts/12386"" /]",[cs],"[author name=""Spys Cr3ed"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Add Custom Bot Profiles"" desc=""Add Custom Bot Profiles"" link=""https://gamebanana.com/tuts/11830"" /]",[cs],"[author name=""~Mc3"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Counter-Strike: Theories of Design"" desc=""Counter-Strike: Theories of Design"" link=""https://web.archive.org/web/20021205143635/http://www.valve-erc.com/resources/?page=cs_design"" /]",[cs],"[author name=""Gonnas"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Different versions of counter strike 1.6 "" desc=""Different versions of counter strike 1.6 "" link=""http://cstrikemapping.blogspot.com/2014/01/different-versions-of-counter-strike-16.html"" /]",[cs],"[author name=""shash7"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""How to Make Simple Render"" desc=""How to Make Simple Render"" link=""https://gamebanana.com/tuts/11548"" /]",[cs],"[author name=""KnightSeander"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to customize Counter-Strike MOTD"" desc=""You can set up an image MOTD (the picture that shows before connecting to a server) using one of the following methods:"" link=""https://gamebanana.com/tuts/11273"" download_link=""https://web.archive.org/web/20140522021716/http://pastebin.com:80/ypEv2w5d"" /]",[cs],"[author name=""Dexter"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to create optimized overview [Detailed]"" desc=""How to create optimized overview [Detailed]"" link=""https://gamebanana.com/tuts/11592"" /]",[cs],"[author name=""KaranMohadkar"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Moviemaking Tutorial 1.0"" desc=""I've created this guide for you who want to create a Counter Strike movie."" link=""https://gamebanana.com/tuts/11018"" /]",[cs],"[author name=""Loggan08"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Correctly taking screenshots in cs 1.6 "" desc=""Screenshots are useful when publishing your map."" link=""http://cstrikemapping.blogspot.com/2014/01/correctly-taking-screenshots-in-cs-16.html"" /]",[cs],"[author name=""shash7"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""Basic rendering for GoldSrc using Free Programs"" desc=""Basic Rendering for GoldSrc Using Free Programs"" link=""https://gamebanana.com/tuts/10832"" /]",[cs],"[author name=""Tobbit"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Make A Render Just Use HL Model Viewer"" desc=""Make A Render Just Use HL Model Viewer"" link=""https://gamebanana.com/tuts/11098"" /]",[cs],"[author name="" X-HaN"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Installing Maps"" desc=""Installing Maps"" link=""https://gamebanana.com/tuts/10513"" /]",[cs],"[author name=""natko"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Counter-Strike 1.6 Movie Tutorial"" desc=""Counter-Strike 1.6 Movie Tutorial"" link=""https://gamebanana.com/tuts/10469"" /]",[cs],"[author name="" Arman Ossi Loko"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to make Overview for your maps"" desc=""How to make Overview for your maps"" link=""https://gamebanana.com/tuts/11962"" /]",[cs],"[author name=""Rammsteiner"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to make a GUI"" desc=""How to make a GUI"" link=""https://gamebanana.com/tuts/6880"" /]",[cs],"[author name=""SevenZero"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
